"Title","Last update","Geolocation","Main location","Action area","twitter account","website","Post date"
"Building Radar ","2020-04-15","","","Vertical applications, Construction","","https://buildingradar.com/","2020-04-15"
"Correvate","2020-04-15","","","Vertical applications, Construction","","https://correvate.co.uk/","2020-04-15"
"Emporis","2020-04-15","","","Vertical applications, Construction","","http://www.emporis.com/","2020-04-15"
"AlgoTecture","2020-04-15","","","Vertical applications, Construction","","https://algotecture.github.io/","2020-04-15"
"built[t]","2020-04-15","","","Vertical applications, Construction","","http://www.builtt.com/","2020-04-15"
"AGILE customer insight","2020-04-15","","","Vertical applications","","http://www.agile.ci/","2020-04-15"
"BitPhy","2020-04-15","","","Vertical applications","","https://bitphy.es/","2020-04-15"
"DeepNeed","2020-04-15","","","Vertical applications","","https://www.deepneed.ai/","2020-04-15"
"Local Data Company","2020-04-15","","","Vertical applications","","http://www.localdatacompany.com/","2020-04-15"
"ONAIR SHOPPING","2020-04-15","","","Vertical applications","","http://www.onairshopping.es/","2020-04-15"
"Shift Commerce","2020-04-15","","","Vertical applications","","https://www.shiftcommerce.com/","2020-04-15"
"ShopAI.co","2020-04-15","","","Vertical applications","","https://shopai.co/","2020-04-15"
"Walkbase","2020-04-15","","","Vertical applications","","http://www.walkbase.com/","2020-04-15"
"Target2Sell","2020-04-15","","","Vertical applications","","https://www.target2sell.com/en/","2020-04-15"
"Shoppar Ltd","2020-04-15","","","Vertical applications","","http://shoppar.ai/","2020-04-15"
"Netwave","2020-04-15","","","Vertical applications","","http://www.netwave.eu/","2020-04-15"
"TicTag","2020-04-15","","","Vertical applications","","http://www.tic-tag.com/","2020-04-15"
"Convert Group","2020-04-15","","","Vertical applications","","http://convertgroup.com/","2020-04-15"
"Domo-Reto","2020-04-15","","","Vertical applications","","https://www.domo-reto.fr/","2020-04-15"
"Analitza Customer Intelligence","2020-04-15","","","Vertical applications","","https://www.analitza.com/","2020-04-15"
"isoSize","2020-04-15","","","Vertical applications","","http://isosize.com/","2020-04-15"
"eSmartIT","2020-04-15","","","Vertical applications","","https://www.esmartit.es/","2020-04-15"
"Boldplaces","2020-04-15","","","Vertical applications","","http://www.boldplaces.com/","2020-04-15"
"Camato","2020-04-15","","","Vertical applications","","https://camato.io/","2020-04-15"
"door2door","2020-04-15","","","Vertical applications, Transport and Storage","","https://www.door2door.io/","2020-04-15"
"Pect","2020-04-15","","","Vertical applications, Other Support services","","http://www.pect.nl/","2020-04-15"
"Auquan","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://auquan.com/","2020-04-15"
"Unikum.net","2020-04-15","","","Vertical applications, Education","","http://www.unikum.net/","2020-04-15"
"HT2 Labs","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Education","","https://www.ht2labs.com/","2020-04-15"
"Fluency","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Education","","http://www.fluency.io/","2020-04-15"
"Orvium","2020-04-15","","","Vertical applications, Education","","https://orvium.io/","2020-04-15"
"Clockworks","2020-04-15","","","Vertical applications, Education","","https://www.clockworks.co/","2020-04-15"
"Ludwig","2020-04-15","","","Vertical applications, Education","","https://ludwig.guru/","2020-04-15"
"Profila","2020-04-15","","","Vertical applications, Education","","https://profila.com/","2020-04-15"
"Prometheus","2020-04-15","","","Vertical applications, Education","","http://prometheus-en.strikingly.com/","2020-04-15"
"CCKF","2020-04-15","","","Vertical applications, Education","","http://realizeitlearning.com/","2020-04-15"
"Readlax","2020-04-15","","","Vertical applications, Education","","https://www.readlax.com/","2020-04-15"
"V7","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Education",""," https://www.v7labs.com/","2020-04-15"
"Phonal AI","2020-04-15","","","Vertical applications, Education","","https://phonal.ai/","2020-04-15"
"Herrmann Global","2020-04-15","","","Vertical applications, Education","","http://www.herrmannsolutions.com/","2020-04-15"
"Pipo app","2020-04-15","","","Vertical applications, Education","","http://pipo.io/","2020-04-15"
"Asure ","2020-04-15","","","Vertical applications, Other","","https://www.asure.io/?s=c","2020-04-15"
"Yokai","2020-04-15","","","Vertical applications, Other","","https://yokai.ai/","2020-04-15"
"Tropos.io","2020-04-15","","","Vertical applications, Other Support services","","http://www.tropos.io/","2020-04-15"
"AttendApp","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Other","","http://attendapp.org/","2020-04-15"
"Serious VR","2020-04-15","","","Vertical applications, Education","","http://www.serious-vr.com/","2020-04-15"
"wizdom","2020-04-15","","","Vertical applications, Education","","https://www.wizdom.ai/","2020-04-15"
"Knoyd","2020-04-15","","","Vertical applications, Professional Services","","http://www.knoyd.com/","2020-04-15"
"Aficionado Technologies","2020-04-15","","","Vertical applications, Education","","http://www.aficionado.ie/","2020-04-15"
"Lionsolver","2020-04-15","","","Vertical applications, Education","","http://lionoso.org/","2020-04-15"
"Dmlab","2020-04-15","","","Vertical applications, Professional Services","","http://dmlab.hu/english","2020-04-15"
"Woogie","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Professional Services","","http://www.woogie.io/","2020-04-15"
"INTELTEQ","2020-04-15","","","Vertical applications, Other","","http://www.intelteq.com/","2020-04-15"
"Choister","2020-04-15","","","Vertical applications, Education","","http://choister.com/","2020-04-15"
"ILNumerics","2020-04-15","","","Vertical applications, Education","","http://ilnumerics.net/","2020-04-15"
"Teastock","2020-04-15","","","Vertical applications, Financial Services","","https://teastock.io/","2020-04-15"
"GeoPhy","2020-04-15","","","Vertical applications, Financial Services","","http://www.geophy.com/","2020-04-15"
"Fraugster","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","https://fraugster.com/","2020-04-15"
"Neudata","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","https://www.neudata.co/","2020-04-15"
"FriendlyScore","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://www.friendlyscore.com/","2020-04-15"
"Bankify","2020-04-15","","","Vertical applications, Financial Services","","http://www.bankify.io/","2020-04-15"
"Metafused","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://www.metafused.com/","2020-04-15"
"KITE EDGE LTD","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://www.kiteedge.co.uk/","2020-04-15"
"Kodiak Rating","2020-04-15","","","Vertical applications, Financial Services","","http://www.kodiakrating.com/","2020-04-15"
"AlliedCrowds","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://www.alliedcrowds.com/","2020-04-15"
"Lowell Group","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://www.lowellgroup.co.uk/","2020-04-15"
"Subaio","2020-04-15","","","Vertical applications, Financial Services","","https://subaio.com/","2020-04-15"
"Contovista","2020-04-15","","","Vertical applications, Financial Services","","https://www.contovista.com/","2020-04-15"
"Grapedata","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","https://www.grape-data.com/","2020-04-15"
"Asset Control","2020-04-15","","","Vertical applications, Financial Services","","http://www.asset-control.com/","2020-04-15"
"Evolution AI","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://evolution.ai/","2020-04-15"
"GFT Technologies","2020-04-15","","","Vertical applications, Financial Services","","http://www.gft.com/","2020-04-15"
"Jobs The Word","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Financial Services","","http://jobstheword.co.uk/","2020-04-15"
"Trality","2020-04-15","","","Vertical applications, Financial Services","","http://www.trality.com/","2020-04-15"
"StarTalers","2020-04-15","","","Vertical applications, Financial Services","","http://startalers.com/","2020-04-15"
"Netatmo ","2020-04-15","","","Vertical applications, Healthcare","","","2020-04-15"
"Withings","2020-04-15","","","Vertical applications, Healthcare","","http://www.withings.com/","2020-04-15"
"Kheiron Medical","2020-04-15","","","Vertical applications, Healthcare","","http://www.kheironmed.com","2020-04-15"
"Spacemaker AI","2020-04-15","","","Vertical applications, Other","","https://spacemaker.ai/","2020-04-15"
"Top Data Science","2020-04-15","","","Vertical applications, Healthcare","","http://topdatascience.com/","2020-04-15"
"Intrepid Analytics","2020-04-15","","","Vertical applications, Healthcare","","https://www.intrepid-analytics.com/","2020-04-15"
"NanoSight","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","http://www.nanosight.com/","2020-04-15"
"Pridiktiv NV","2020-04-15","","","Vertical applications, Healthcare","","https://into.care/","2020-04-15"
"Project MVP","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","","2020-04-15"
"Allergy Data Laboratories","2020-04-15","","","Vertical applications, Healthcare","","http://www.allergome.org/","2020-04-15"
"Geneix","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","http://www.geneix.com/","2020-04-15"
"Kolabtree","2020-04-15","","","Vertical applications, Healthcare","","https://www.kolabtree.com/","2020-04-15"
"Doctrin ","2020-04-15","","","Vertical applications, Healthcare","","https://doctrin.se/en/","2020-04-15"
"Ada Health","2020-04-15","","","Vertical applications, Healthcare","","https://ada.com/","2020-04-15"
"Inato ","2020-04-15","","","Vertical applications, Healthcare","","https://inato.com","2020-04-15"
"Heartbeat","2020-04-15","","","Vertical applications, Healthcare","","https://heartbeat-med.com/en/","2020-04-15"
"AMRA Medical","2020-04-15","","","Vertical applications, Healthcare","","https://www.amramedical.com/","2020-04-15"
"Beyond Verbal","2020-04-15","","","Vertical applications, Healthcare","","http://beyondverbal.com/","2020-04-15"
"Alacris Theranostics","2020-04-15","","","Vertical applications, Healthcare","","","2020-04-15"
"Innoplexus","2020-04-15","","","Vertical applications, Healthcare","","http://www.innoplexus.com/","2020-04-15"
"Exscientia","2020-04-15","","","Vertical applications, Healthcare","","https://www.exscientia.co.uk/","2020-04-15"
"Kry ","2020-04-15","","","Vertical applications, Healthcare","","https://kry.se/","2020-04-15"
"Oxford Nanopore Technologies","2020-04-15","","","Vertical applications, Healthcare","","https://nanoporetech.com/","2020-04-15"
"Virtuleap","2020-04-15","","","Vertical applications, Healthcare","","http://www.virtuleap.com/","2020-04-15"
"DEONTICS","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","http://www.deontics.com/","2020-04-15"
"Ignilife","2020-04-15","","","Vertical applications, Healthcare","","http://www.ignilife.com/en/","2020-04-15"
"Airgloss","2020-04-15","","","Vertical applications, Healthcare","","http://www.airglossproject.com/","2020-04-15"
"Katapult Accelerator","2020-04-15","","","Vertical applications, Healthcare","","http://katapultaccelerator.com/","2020-04-15"
"contextflow","2020-04-15","","","Vertical applications, Healthcare","","http://contextflow.com/","2020-04-15"
"Vamstar","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","https://www.vamstar.io/","2020-04-15"
"Aigenpulse","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","http://www.aigenpulse.com/","2020-04-15"
"DreamUp Vision","2020-04-15","","","Vertical applications, Healthcare","","http://dreamupvision.com/","2020-04-15"
"UniExo","2020-04-15","","","Vertical applications, Healthcare","","http://uniexo.com/","2020-04-15"
"TraceMedics Data Science","2020-04-15","","","Vertical applications, Healthcare","","http://tracemedics.com/","2020-04-15"
"Alpha Tech Capital","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Healthcare","","","2020-04-15"
"isiQiri interface technologies","2020-04-15","","","Vertical applications, Healthcare","","http://www.isiqiri.com/","2020-04-15"
"Kido Dynamics","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.kidodynamics.com/","2020-04-15"
"Volvero","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.volvero.com/","2020-04-15"
"Lexi Solutions","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.lexisolution.com/","2020-04-15"
"Signol","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Transport and Storage","","https://www.signol.io/","2020-04-15"
"Travel AI ","2020-04-15","POINT (-3.435973 55.378051)","","Vertical applications, Transport and Storage","","http://www.travelai.info/","2020-04-15"
"Ito World","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.itoworld.com/","2020-04-15"
"Texxi Global","2020-04-15","","","Vertical applications, Transport and Storage","","https://www.texxi.global/","2020-04-15"
"DATATEGY","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.datategy.net/","2020-04-15"
"Wever","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.wever.fr/","2020-04-15"
"4ward","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.4ward.it/","2020-04-15"
"Livemobility","2020-04-15","","","Vertical applications, Transport and Storage","","https://www.livemobility.com/","2020-04-15"
"Witrafi","2020-04-15","","","Vertical applications, Transport and Storage","","http://www.witrafi.com/","2020-04-15"
"Pulse Solution SA","2020-04-15","","","Vertical applications","","http://www.pulse-solution.com/","2020-04-15"
"Ackstorm","2020-08-25","POINT (2.2093868 41.4080914)","","Analytics","","http://www.ackstorm.com","2019-05-28"
"NMusic","2019-01-18","","","Vertical applications","nmusicpt","http://www.nmusic.pt/","2019-01-18"
"Realo","2019-01-18","","","Vertical applications","realo","http://www.realo.com/","2019-01-18"
"Flock Ltd.","2019-01-18","","","Analytics","flockcover","https://www.flockcover.com/","2019-01-18"
"Upmem","2019-01-18","POINT (5.724524 45.188529)","","Vertical applications, Transport and Storage","upmem","http://www.upmem.com/","2019-01-18"
"Bird.i","2019-01-18","POINT (-4.251806 55.864237)","","Analytics, Business Intelligence","hibirdi","http://www.hibirdi.com/","2019-01-18"
"Content Fleet","2019-01-18","","","Analytics, Business Intelligence","ContentFleetDE","http://www.contentfleet.com/","2019-01-18"
"Antidot","2019-01-18","","","Analytics, Business Intelligence","AntidotNet","http://www.antidot.net/en/","2019-01-18"
"Pricemoov","2019-01-18","","","Analytics, AI/Machine learning","pricemoov_fr?lang=fr","https://www.pricemoov.com/","2019-01-18"
"Soundcharts","2019-01-18","","","Vertical applications","soundcharts","https://soundcharts.com/","2019-01-18"
"KisanHub","2019-01-18","","","Vertical applications","KisanHub","http://www.kisanhub.com/","2019-01-18"
"Beevibes","2019-01-18","","","Vertical applications, Professional Services","","http://www.beevibes.com/","2019-01-18"
"Growth Intelligence","2019-01-18","","","Analytics, Business Intelligence","growthintel","http://growthintelligence.com/","2019-01-18"
"DRUST","2019-01-18","","","Vertical applications, Transport and Storage","drust_fr","http://drust.com/","2019-01-18"
"MediaGamma","2019-01-18","","","Analytics, AI/Machine learning","mediagamma","http://www.mediagamma.com/","2019-01-18"
"Cazana","2019-01-18","","","Vertical applications, Transport and Storage","cazana","https://cazana.com/uk","2019-01-18"
"ALTILIA","2019-01-18","POINT (16.1839028 39.3317751)","","Analytics, Business Intelligence","altiliagroup","http://www.altiliagroup.com/","2019-01-18"
"BrightFlag","2019-01-18","","","Vertical applications, Professional Services","brightflaghq?lang=en","http://www.brightflag.com/","2019-01-18"
"Advanced Virtual","2019-01-18","POINT (-8.4756035 51.8985143)","","Analytics, AI/Machine learning","AdvancedVCO","https://advancedvirtual.co/","2019-01-18"
"MUSO ","2019-01-18","","","Analytics, Business Intelligence","MUSOdotcom","http://www.muso.com/","2019-01-18"
"Big Data for Humans","2019-01-18","","","Vertical applications, Retail and wholesale","","http://www.bigdataforhumans.com/","2019-01-18"
"Datumize","2019-01-18","","","Analytics, Consumer data","Datumize","http://www.datumize.com/","2019-01-18"
"Opinum","2019-01-18","POINT (4.3779197 50.6853626)","","Vertical applications","","http://www.opinum.com/","2019-01-18"
"Agroptima","2019-01-18","","","Vertical applications","agroptima","https://www.agroptima.com/","2019-01-18"
"Datapine","2019-01-18","","","Analytics, Data visualization","datapine","http://www.datapine.com/","2019-01-18"
"1Spatial","2019-01-18","","","Analytics","","http://1spatial.com/","2019-01-18"
"Intale Inc.","2019-01-18","","","Vertical applications, Retail and wholesale","intale","http://intale.com/","2019-01-18"
"Adagio","2019-01-18","POINT (2.288405 48.822484)","","Analytics, Business Intelligence","adagio_io","http://adagio.io/","2019-01-18"
"PRAGSIS BIDOOP","2019-01-18","","","Analytics, Business Intelligence","BIDOOP_Es","http://www.pragsis.com/","2019-01-18"
"Matchdeck Ltd","2019-01-18","","","Analytics","InvestAfrica","http://www.matchdeck.com/","2019-01-18"
"MOCA Platform","2019-01-18","","","Analytics","mocaplatform","http://mocaplatform.com/","2019-01-18"
"Fresh Relevance","2019-01-18","","","Vertical applications, Professional Services","","http://www.freshrelevance.com/","2019-01-18"
"FLXone","2019-01-18","","","Vertical applications, Professional Services","flxone","http://www.flxone.com/","2019-01-18"
"Wonderflow","2019-01-18","","","Analytics, Consumer data","wonderflow","http://wonderflow.co/","2019-01-18"
"resmio","2019-01-18","POINT (11.0766654 49.4521018)","","Vertical applications","resmio","https://www.resmio.com/","2019-01-18"
"ReachFive","2019-01-18","","","Analytics","ReachFive","https://reachfive.co/","2019-01-18"
"Datarino","2019-01-18","POINT (17.0385376 51.1078852)","","Analytics, Business Intelligence","Datarinocom","http://datarino.com/","2019-01-18"
"realxdata","2019-01-18","","","Vertical applications","realxdata","http://www.realxdata.com/","2019-01-18"
"GOSU Data Lab","2019-01-18","","","Analytics, AI/Machine learning","GosuAi","http://www.gosu.ai/","2019-01-18"
"Telectic","2019-01-18","","","Analytics, AI/Machine learning","Telectic","http://www.telectic.io/","2019-01-18"
"ROIALTY","2019-01-18","","","Analytics, Consumer data","","http://www.roialty.com/","2019-01-18"
"ascribe","2019-01-18","","","Vertical applications, Financial Services","ascribeio","https://www.ascribe.io/","2019-01-18"
"Fypp","2019-01-18","","","Vertical applications","fypp_com","http://fypp.com/","2019-01-18"
"SATAVIA","2019-01-18","","","Vertical applications, Transport and Storage","sataviauk","https://satavia.com/","2019-01-18"
"Playthe.net","2019-01-18","POINT (-2.1374162 40.0703925)","","Vertical applications, Professional Services","playthenet_","http://www.playthe.net/","2019-01-18"
"Qustodian","2019-01-18","","","Vertical applications, Professional Services","Qustodian","http://www.qustodian.com/","2019-01-18"
"Wizdee","2019-01-18","POINT (-8.4102573 40.2033145)","","Analytics, Business Intelligence","","http://www.wizdee.com/","2019-01-18"
"LeanXcale","2019-01-18","","","Analytics","","http://www.leanxcale.com/","2019-01-18"
"Digital Fingerprints","2019-01-18","POINT (19.0237815 50.2648919)","","Analytics, AI/Machine learning","dfingerprints","http://fingerprints.digital/","2019-01-18"
"Red Sift","2019-01-18","","","Analytics, AI/Machine learning","redsift","https://redsift.com/","2019-01-18"
"Massive Analytic","2019-01-18","","","Analytics, Business Intelligence","MassiveAnalytic","http://www.massiveanalytic.com/","2019-01-18"
"Black Swan Data","2019-01-18","","","Analytics, Business Intelligence","blackswandata","http://www.blackswan.com/","2019-01-18"
"Accengage","2019-01-18","","","Analytics, Business Intelligence","accengage","http://www.accengage.com/","2019-01-18"
"Minodes","2019-01-18","","","Analytics","minodes","http://www.minodes.com/","2019-01-18"
"Cytora","2019-01-18","","","Analytics, Business Intelligence","cytora","http://www.cytora.com/","2019-01-18"
"Gospel Technology","2019-01-18","","","Analytics, AI/Machine learning","gospel_tech","http://gospel.tech/","2019-01-18"
"Arbor Education ","2019-01-18","","","Vertical applications, Education","arboredu","http://www.arbor-education.com/","2019-01-18"
"BridgeU","2019-01-18","","","Vertical applications, Education","","http://www.bridge-u.com/","2019-01-18"
"Foxintelligence","2019-01-18","","","Analytics, Business Intelligence","","http://foxintelligence.fr/","2019-01-18"
"Travel Appeal ","2019-01-18","POINT (11.2558136 43.7695604)","","Vertical applications","travelappeal","https://www.travelappeal.com/","2019-01-18"
"Hackajob","2019-01-18","","","Vertical applications","hackajob_co","http://www.hackajob.co/","2019-01-18"
"Infosum","2019-01-18","POINT (-1.0923964 51.26654)","","Analytics, Consumer data","infosumhq","https://www.infosum.com/","2019-01-18"
"Quorso ","2019-01-18","","","Analytics, Business Intelligence","quorso?lang=en","http://www.quorso.com/","2019-01-18"
"Geoblink","2019-01-18","","","Analytics, Business Intelligence","geoblink_en","http://www.geoblink.com/","2019-01-18"
"Sport Heroes Group","2019-01-18","","","Vertical applications","sportheroes","https://www.sportheroesgroup.com/","2019-01-18"
"Hello Soda ","2019-01-18","POINT (-2.2426305 53.4807593)","","Analytics, Business Intelligence","hello_soda","http://hellosoda.com/","2019-01-18"
"Adestra","2019-01-18","","","Vertical applications, Professional Services","Adestra","http://adestra.com/","2019-01-18"
"Salviol Global Analytics","2019-01-18","POINT (-0.9781303 51.4542645)","","Analytics, Business Intelligence","salviolga","http://www.salviol.com/","2019-01-18"
"Influans ","2019-01-18","","","Analytics","influans","https://www.influans.com/","2019-01-18"
"Big Data Partnership","2019-01-18","","","Analytics, Business Intelligence","bigdataexperts","http://www.bigdatapartnership.com/","2019-01-18"
"ERN","2019-01-18","","","Analytics","","http://www.ernglobal.com/","2019-01-18"
"PEAK","2019-01-18","POINT (-2.2426305 53.4807593)","","Analytics, AI/Machine learning","Peak_HQ","https://peak.ai/","2019-01-18"
"SentiOne ","2019-01-18","","","Vertical applications, Professional Services","onesenti","http://sentione.com/","2019-01-18"
"Tradeteq","2019-01-18","","","Vertical applications, Financial Services","tradeteq","http://www.tradeteq.com/","2019-01-18"
"Limejump","2019-01-18","","","Vertical applications","Limejump","http://www.limejump.com/","2019-01-18"
"Ivbar Institute AB","2019-01-18","","","Vertical applications, Healthcare","","http://ivbar.com/","2019-01-18"
"Lucky Cart","2019-01-18","","","Vertical applications, Retail and wholesale","LuckyCart_UK","http://www.luckycart.com/","2019-01-18"
"Maltem Consulting","2019-01-18","","","Analytics, Business Intelligence","MaltemConsult","http://www.maltem.com/","2019-01-18"
"Ysance","2019-01-18","","","Vertical applications, Retail and wholesale","ysance_en","http://www.ysance.com/en","2019-01-18"
"BigchainDB","2019-01-18","","","Vertical applications, Financial Services","bigchaindb","https://www.bigchaindb.com/","2019-01-18"
"Corax ","2019-01-18","","","Vertical applications, Professional Services","","http://coraxcyber.com/","2019-01-18"
"Optalysys Ltd","2019-01-18","POINT (-1.308648 53.691688)","","Vertical applications","","http://www.optalysys.com/","2019-01-18"
"Contactlab","2019-01-18","","","Vertical applications, Retail and wholesale","ContactLab","http://www.contactlab.com/","2019-01-18"
"Webdata Solutions","2019-01-18","POINT (12.3730747 51.3396955)","","Vertical applications, Retail and wholesale","","http://webdata-solutions.com/","2019-01-18"
"Repositive","2019-01-18","","","Analytics","repositiveio","http://repositive.io/","2019-01-18"
"Channel Pilot Solutions","2019-01-18","","","Vertical applications, Retail and wholesale","channelpilotuk","https://www.channelpilot.com/","2019-01-18"
"Cyberlightning Ltd.","2019-01-18","","","Vertical applications","cyber_lightning","http://www.cyberlightning.com/","2019-01-18"
"OKRA Technologies","2019-01-18","","","Vertical applications, Healthcare","","https://www.okra.ai/","2019-01-18"
"Instaffo","2019-01-18","POINT (8.6724335 49.3987524)","","Vertical applications","instaffo_inc","http://instaffo.com/","2019-01-18"
"Attest","2019-01-18","","","Analytics, Consumer data","askattest","https://askattest.com/","2019-01-18"
"CASE on IT","2019-01-18","","","Analytics, Business Intelligence","caseonit","http://www.caseonit.com/","2019-01-18"
"Visiblee","2019-01-18","POINT (2.25929 48.900552)","","Vertical applications, Professional Services","Visiblee_","http://www.visiblee.io/","2019-01-18"
"Appiness","2019-01-18","POINT (4.0409517 50.9378101)","","Vertical applications","Appiness_Inc","http://appiness.mobi/","2019-01-18"
"Adverity","2019-01-18","","","Vertical applications, Retail and wholesale","myadverity","https://adverity.com/","2019-01-18"
"Pitchero","2019-01-18","","","Vertical applications","Pitchero","http://www.pitchero.com/","2019-01-18"
"Digital Contact","2019-01-18","POINT (0.506721 51.388)","","Vertical applications, Financial Services","DigContactLtd","http://digitalcontact.co.uk/","2019-01-18"
"Qualtera","2019-01-18","POINT (3.876716 43.610769)","","Analytics, Business Intelligence","","http://www.qualtera.com/","2019-01-18"
"Simplaex","2019-01-18","","","Vertical applications, Professional Services","Simplaex","http://www.simplaex.com/","2019-01-18"
"appweevr","2019-01-18","","","Vertical applications, Professional Services","Appweevr","http://www.appweevr.com/","2019-01-18"
"STYCKR","2019-01-18","","","Analytics","STYCKR1","http://www.styckr.io/","2019-01-18"
"WorkIT Software","2019-01-18","POINT (2.2399123 48.8396952)","","Vertical applications, Retail and wholesale","WorkITsoftware","http://www.workit-software.com/","2019-01-18"
"IHS Markit","2019-01-18","","","Analytics, Business Intelligence","IHSM+G3arkit","https://ihsmarkit.com/","2019-01-18"
"IP Group","2019-01-18","","","Vertical applications, Financial Services","IPGroupplc","http://www.ipgroupplc.com/","2019-01-18"
"iziwork","2019-01-18","","","Analytics, AI/Machine learning","iziworkFR","https://www.iziwork.com/","2019-01-18"
"Flux Systems ","2019-01-18","","","Vertical applications, Financial Services","tryflux","https://www.tryflux.com/","2019-01-18"
"Ogury ","2019-01-18","","","Vertical applications, Consumer data","weareogury","https://www.ogury.com/","2019-01-18"
"Outra","2019-01-18","","","Analytics, Consumer data","outrauk","https://outra.co.uk/","2019-01-18"
"Oaknorth","2019-01-18","POINT (-2.2426305 53.4807593)","","Vertical applications, Financial Services","oaknorth","https://www.oaknorth.com/","2019-01-18"
"Cellfish","2019-01-18","POINT (2.384049 48.912259)","","Vertical applications","CellfishNews","https://www.cellfish.com/","2019-01-18"
"Glassbox","2019-01-18","","","Analytics, Consumer data","GlassboxDigital","http://www.glassboxdigital.com/","2019-01-18"
"Kayrros","2019-01-18","","","Analytics, Business Intelligence","kayrros_energy","http://www.kayrros.com/","2019-01-18"
"Intersec","2019-01-18","POINT (2.2418428 48.8897359)","","Analytics, Business Intelligence","IntersecGroup","http://www.intersec.com/","2019-01-18"
"Nosto ","2019-01-18","","","Vertical applications, Retail and wholesale","NostoSolutions","http://www.nosto.com/","2019-01-18"
"Fintonic ","2019-01-18","","","Vertical applications, Financial Services","fintonic","http://fintonic.com/","2019-01-18"
"VisualDNA","2019-01-18","","","Vertical applications, Financial Services","visualdna","http://www.visualdna.com/","2019-01-18"
"Duco ","2019-01-18","","","Analytics","ducotweets","http://du.co/","2019-01-18"
"Cash Credit","2019-01-18","","","Vertical applications, Financial Services","","https://cashcredit.bg/","2019-01-18"
"Quantexa","2019-01-18","","","Vertical applications, Financial Services","quantexa","http://www.quantexa.com/","2019-01-18"
"zeotap","2019-01-18","","","Analytics, Business Intelligence","zeotap","http://www.zeotap.com/","2019-01-18"
"Pivitar ","2019-01-18","","","Analytics, Consumer data","privitarglobal","https://www.privitar.com/","2019-01-18"
"Touch Surgery","2019-01-18","","","Vertical applications, Healthcare","TouchSurgery","https://www.touchsurgery.com/","2019-01-18"
"BeMyEye","2019-01-18","","","Analytics, Business Intelligence","bemyeye","http://www.bemyeye.com/","2019-01-18"
"Nemo TV","2019-01-18","POINT (24.1051865 56.9496487)","","Vertical applications","tweet_nemotv","http://www.nemo.tv/?force_locale=en","2019-01-18"
"Seerene","2019-01-18","POINT (13.0644729 52.3905689)","","Analytics, Business Intelligence","seerene","https://www.seerene.com/","2019-01-18"
"Smartpipe Solutions","2019-01-18","","","Analytics, Business Intelligence","SmartpipeTech","http://smartpipesolutions.com/","2019-01-18"
"OneSpin Solutions","2019-01-18","","","Analytics, Business Intelligence","OneSpinSolution","https://www.onespin.com/","2019-01-18"
"Cint ","2019-01-18","","","Analytics, Business Intelligence","CintGroup","https://www.cint.com/","2019-01-18"
"Karma ","2019-01-18","","","Vertical applications","yourkarmaapp","http://www.karma.life/","2019-01-18"
"Purple ","2019-01-18","POINT (-2.1113659 53.5409298)","","Analytics, Consumer data","purpleWiFi","https://purple.ai/","2019-01-18"
"Inovia Group","2019-01-18","POINT (17.9464824 59.4024341)","","Analytics, AI/Machine learning","","http://inoviagroup.se/","2019-01-18"
"Panaseer","2019-01-18","","","Analytics, Business Intelligence","panaseer_team","http://panaseer.com/","2019-01-18"
